group	group_name	seqnames	start	end	width	strand	name	uniprot_id	abs_summit	pileup	p_value	fold_enrichment	q_value	ID	annotation	gene_symbol	geneChr	geneStart
1	mm_th1_r1	chr11	72446442	72446557	116	*	Gata3	P23772	72446475	5	6.51699	4.7825	2.52307	328	Promoter (1-2kb)	Mybbp1a	11	72448217
1	mm_th1_r1	chr11	72803595	72803762	168	*	Gata3	P23772	72803661	17	21.16873	11.86162	16.27827	329	Intron (ENSMUST00000150551.7/195018, intron 1 of 12)	Zzef1	11	72796254
1	mm_th1_r1	chr11	75337294	75337409	116	*	Gata3	P23772	75337359	9	10.79213	7.18907	6.43412	330	Intron (ENSMUST00000092907.11/68275, intron 4 of 16)	Rpa1	11	75301305
1	mm_th1_r1	chr11	75956829	75956967	139	*	Gata3	P23772	75956922	6	7.601	5.43689	3.50795	331	Distal Intergenic	Rph3al	11	75906572
1	mm_th1_r1	chr11	76180099	76180214	116	*	Gata3	P23772	76180153	7	7.64995	5.56715	3.554	332	Promoter (<=1kb)	Tlcd3a	11	76179671
1	mm_th1_r1	chr11	76479194	76479324	131	*	Gata3	P23772	76479238	7	8.78868	6.10454	4.58102	333	Intron (ENSMUST00000094012.10/109934, intron 2 of 21)	Abr	11	76416751
1	mm_th1_r1	chr11	77402637	77402906	270	*	Gata3	P23772	77402714	14	16.47983	9.81033	11.80099	334	Intron (ENSMUST00000037912.11/237860, intron 4 of 14)	Ssh2	11	77348288
1	mm_th1_r1	chr11	78125611	78126008	398	*	Gata3	P23772	78125810	12	14.94006	9.19378	10.33416	335	Intron (ENSMUST00000073705.11/216971, intron 1 of 2)	Fam222b	11	78115606
1	mm_th1_r1	chr11	78536281	78536555	275	*	Gata3	P23772	78536415	34	44.08208	19.64085	38.41188	336	Promoter (<=1kb)	Tnfaip1	11	78522850
1	mm_th1_r1	chr11	79254621	79254821	201	*	Gata3	P23772	79254711	14	16.47983	9.81033	11.80099	337	Promoter (<=1kb)	Wsb1	11	79239372
1	mm_th1_r1	chr11	80382652	80382828	177	*	Gata3	P23772	80382741	21	25.69003	13.47626	20.62896	338	Promoter (<=1kb)	Zfp207	11	80383279
1	mm_th1_r1	chr11	82214513	82214654	142	*	Gata3	P23772	82214602	10	12.10876	7.84314	7.66497	339	Intron (ENSMUST00000138333.1/20290, intron 7 of 10)	Ccl1	11	82176659
1	mm_th1_r1	chr11	83040915	83041073	159	*	Gata3	P23772	83040981	9	10.43848	7.01508	6.10363	340	Promoter (<=1kb)	Slfn10-ps	11	83028130
1	mm_th1_r1	chr11	83041136	83041273	138	*	Gata3	P23772	83041217	9	10.43848	7.01508	6.10363	341	Promoter (1-2kb)	Slfn10-ps	11	83028130
1	mm_th1_r1	chr11	83550173	83550325	153	*	Gata3	P23772	83550215	14	19.18959	11.15242	14.38051	342	Distal Intergenic	Ccl5	11	83525778
1	mm_th1_r1	chr11	85126830	85127090	261	*	Gata3	P23772	85126974	30	37.74912	17.50918	32.26169	343	Intron (ENSMUST00000108075.8/237898, intron 1 of 33)	Usp32	11	85103680
1	mm_th1_r1	chr11	85929935	85930061	127	*	Gata3	P23772	85929988	10	11.61006	7.59406	7.19477	344	Distal Intergenic	Tbx4	11	85896765
1	mm_th1_r1	chr11	86019881	86019996	116	*	Gata3	P23772	86019930	6	7.9583	5.57958	3.81677	345	Distal Intergenic	Tbx4	11	85896765
1	mm_th1_r1	chr11	86078184	86078308	125	*	Gata3	P23772	86078227	12	15.41743	9.4237	10.78878	346	Intron (ENSMUST00000044423.3/237911, intron 16 of 19)	Brip1	11	86195033
1	mm_th1_r1	chr11	86346688	86346869	182	*	Gata3	P23772	86346779	12	12.16703	7.69231	7.72099	347	Intron (ENSMUST00000043624.8/327987, intron 2 of 29)	Med13	11	86267033
1	mm_th1_r1	chr11	86389663	86389790	128	*	Gata3	P23772	86389770	8	9.73034	6.63472	5.43966	348	Distal Intergenic	Med13	11	86267033
1	mm_th1_r1	chr11	86800264	86800472	209	*	Gata3	P23772	86800358	9	10.01076	6.79579	5.70254	349	Promoter (<=1kb)	Dhx40	11	86775660
1	mm_th1_r1	chr11	87751710	87751908	199	*	Gata3	P23772	87751808	12	17.6213	10.36208	12.88706	350	Distal Intergenic	Mir142	11	87756864
1	mm_th1_r1	chr11	87759485	87759600	116	*	Gata3	P23772	87759501	6	6.23736	4.79452	2.33935	351	Promoter (<=1kb)	Tspoap1	11	87760541
1	mm_th1_r1	chr11	87759747	87759926	180	*	Gata3	P23772	87759830	13	15.70259	9.5141	11.06095	352	Promoter (<=1kb)	Tspoap1	11	87760541
1	mm_th1_r1	chr11	92904455	92904570	116	*	Gata3	P23772	92904556	6	7.9583	5.57958	3.81677	353	Distal Intergenic	Car10	11	93098028
1	mm_th1_r1	chr11	94591837	94592020	184	*	Gata3	P23772	94591913	8	11.00682	7.17375	6.63104	354	Intron (ENSMUST00000103164.3/264895, intron 1 of 15)	Acsf2	11	94570291
1	mm_th1_r1	chr11	95000647	95000866	220	*	Gata3	P23772	95000745	14	18.98066	11.05787	14.1844	355	Intron (ENSMUST00000038696.11/217124, intron 4 of 9)	Ppp1r9b	11	94996064
1	mm_th1_r1	chr11	95689102	95689297	196	*	Gata3	P23772	95689188	14	18.39293	10.78361	13.6199	356	Distal Intergenic	Phb	11	95671450
1	mm_th1_r1	chr11	97029642	97029758	117	*	Gata3	P23772	97029736	6	7.601	5.43689	3.50795	357	Promoter (<=1kb)	Scrn2	11	97029938
1	mm_th1_r1	chr11	97029793	97029915	123	*	Gata3	P23772	97029825	5	6.21225	4.66019	2.31706	358	Promoter (<=1kb)	Scrn2	11	97029938
1	mm_th1_r1	chr11	97130898	97131024	127	*	Gata3	P23772	97130922	9	11.3176	7.43494	6.92007	359	Distal Intergenic	Mir7235	11	97146364
1	mm_th1_r1	chr11	97159180	97159402	223	*	Gata3	P23772	97159295	36	50.20267	22.34974	44.34264	360	Distal Intergenic	Kpnb1	11	97162510
1	mm_th1_r1	chr11	97809968	97810172	205	*	Gata3	P23772	97810108	10	13.48769	8.46805	8.96254	361	Intron (ENSMUST00000043843.11/16796, intron 2 of 6)	Lasp1	11	97806502
1	mm_th1_r1	chr11	97987733	97987848	116	*	Gata3	P23772	97987754	5	6.51699	4.7825	2.52307	362	Promoter (1-2kb)	Plxdc1	11	97923238
1	mm_th1_r1	chr11	98026310	98026556	247	*	Gata3	P23772	98026445	10	12.10876	7.84314	7.66497	363	Promoter (<=1kb)	Rpl19	11	98026710
1	mm_th1_r1	chr11	98470266	98470482	217	*	Gata3	P23772	98470375	21	27.15368	14.28108	22.04181	364	Intron (ENSMUST00000103141.3/22780, intron 7 of 7)	Ikzf3	11	98467258
1	mm_th1_r1	chr11	98497468	98497605	138	*	Gata3	P23772	98497572	7	8.54926	5.99925	4.3605	365	Intron (ENSMUST00000103141.3/22780, intron 3 of 7)	Ikzf3	11	98484267
1	mm_th1_r1	chr11	98596018	98596195	178	*	Gata3	P23772	98596116	23	31.10397	15.93625	25.85029	366	Promoter (2-3kb)	Lrrc3c	11	98598291
1	mm_th1_r1	chr11	98682310	98682469	160	*	Gata3	P23772	98682397	12	14.64407	9.04663	10.05448	367	Promoter (<=1kb)	Psmd3	11	98682554
1	mm_th1_r1	chr11	99105190	99105307	118	*	Gata3	P23772	99105245	10	13.1428	8.32073	8.64091	368	Distal Intergenic	Tns4	11	99065678
1	mm_th1_r1	chr11	99200329	99200444	116	*	Gata3	P23772	99200404	8	8.86884	6.21332	4.65628	369	Distal Intergenic	Smarce1	11	99209992
1	mm_th1_r1	chr11	101431088	101431203	116	*	Gata3	P23772	101431164	5	6.51699	4.7825	2.52307	370	Intron (ENSMUST00000040561.5/217201, intron 2 of 4)	Ptges3l	11	101418812
1	mm_th1_r1	chr11	102222172	102222287	116	*	Gata3	P23772	102222226	7	9.45714	6.37667	5.18931	371	Intron (ENSMUST00000107151.8/15184, intron 2 of 24)	Hdac5	11	102207031
1	mm_th1_r1	chr11	104550869	104551013	145	*	Gata3	P23772	104550941	13	16.80829	10.0647	12.10938	372	Promoter (<=1kb)	Myl4	11	104550663
1	mm_th1_r1	chr11	106066723	106066838	116	*	Gata3	P23772	106066781	7	8.78868	6.10454	4.58102	373	Promoter (<=1kb)	Taco1	11	106066061
1	mm_th1_r1	chr11	106752367	106752482	116	*	Gata3	P23772	106752433	9	11.04637	7.30994	6.66794	374	Promoter (1-2kb)	Milr1	11	106751268
1	mm_th1_r1	chr11	107199403	107199519	117	*	Gata3	P23772	107199507	7	9.32807	6.32661	5.07948	375	Distal Intergenic	Nol11	11	107166663
1	mm_th1_r1	chr11	108911002	108911230	229	*	Gata3	P23772	108911122	31	41.56582	19.32951	35.96128	376	Distal Intergenic	Axin2	11	108920349
1	mm_th1_r1	chr11	109011663	109012100	438	*	Gata3	P23772	109011920	33	38.88471	16.99575	33.35648	377	Distal Intergenic	Axin2	11	108943621
1	mm_th1_r1	chr11	109420726	109420945	220	*	Gata3	P23772	109420836	17	19.64726	11.02603	14.81606	378	Distal Intergenic	Amz2	11	109425946
1	mm_th1_r1	chr11	109433384	109433538	155	*	Gata3	P23772	109433489	7	9.32807	6.32661	5.07948	379	Promoter (<=1kb)	Amz2	11	109433779
1	mm_th1_r1	chr11	109649162	109649278	117	*	Gata3	P23772	109649172	7	8.01871	5.75126	3.87166	380	Promoter (<=1kb)	Prkar1a	11	109649405
1	mm_th1_r1	chr11	109766831	109767033	203	*	Gata3	P23772	109767011	7	7.56412	5.52295	3.47866	381	Distal Intergenic	Fam20a	11	109669749
1	mm_th1_r1	chr11	110398923	110399058	136	*	Gata3	P23772	110399000	11	13.88177	8.6988	9.33233	382	Promoter (<=1kb)	Map2k6	11	110399122
1	mm_th1_r1	chr11	111056215	111056392	178	*	Gata3	P23772	111056289	8	9.16827	6.36492	4.93266	383	Distal Intergenic	Kcnj2	11	111066164
1	mm_th1_r1	chr11	115629782	115629991	210	*	Gata3	P23772	115629889	14	18.58273	10.8735	13.80084	384	Promoter (1-2kb)	Slc25a19	11	115614184
1	mm_th1_r1	chr11	115641105	115641225	121	*	Gata3	P23772	115641131	11	11.41175	7.40284	7.00996	385	Distal Intergenic	Slc25a19	11	115614184
1	mm_th1_r1	chr11	115746819	115747006	188	*	Gata3	P23772	115746905	16	21.03419	11.92564	16.14954	386	Distal Intergenic	Tmem94	11	115765433
1	mm_th1_r1	chr11	117599169	117599406	238	*	Gata3	P23772	117599303	15	18.90437	10.9589	14.1104	387	Distal Intergenic	NA	11	117611247
1	mm_th1_r1	chr11	117987927	117988057	131	*	Gata3	P23772	117987951	6	7.84578	5.53578	3.73067	388	Promoter (1-2kb)	Pgs1	11	117986885
1	mm_th1_r1	chr11	119475962	119476343	382	*	Gata3	P23772	119476123	22	27.42971	14.18877	22.30779	389	Promoter (1-2kb)	Rnf213	11	119478057
1	mm_th1_r1	chr11	120231500	120231615	116	*	Gata3	P23772	120231580	7	9.18463	6.26959	4.94494	390	Promoter (<=1kb)	NA	11	120229802
1	mm_th1_r1	chr11	121753236	121753371	136	*	Gata3	P23772	121753288	12	13.48562	8.43882	8.96157	391	Distal Intergenic	Metrnl	11	121702763
1	mm_th1_r1	chr11	121777175	121777290	116	*	Gata3	P23772	121777255	9	10.91726	7.249	6.54965	392	Distal Intergenic	Ptchd3	11	121830247
1	mm_th1_r1	chr12	3110042	3110159	118	*	Gata3	P23772	3110128	7	9.45714	6.37667	5.18931	393	Distal Intergenic	NA	12	3235504
1	mm_th1_r1	chr12	3264644	3264804	161	*	Gata3	P23772	3264712	12	13.84413	8.63214	9.30007	394	Exon (ENSMUST00000021001.9/19325, exon 2 of 6)	NA	12	3236611
1	mm_th1_r1	chr12	4736013	4736399	387	*	Gata3	P23772	4736210	19	22.03555	11.9154	17.11023	395	Promoter (1-2kb)	Fam228a	12	4715549
1	mm_th1_r1	chr12	12505754	12505870	117	*	Gata3	P23772	12505786	10	11.05661	7.30412	6.67514	396	Distal Intergenic	4921511I17Rik	12	12351522
1	mm_th1_r1	chr12	12546499	12546682	184	*	Gata3	P23772	12546599	13	14.65603	8.95427	10.06521	397	Distal Intergenic	4921511I17Rik	12	12351522
1	mm_th1_r1	chr12	13575981	13576214	234	*	Gata3	P23772	13576120	7	9.18463	6.26959	4.94494	398	Intron (ENSMUST00000042953.9/71169, intron 51 of 51)	Gm35725	12	13607789
1	mm_th1_r1	chr12	15832673	15832800	128	*	Gata3	P23772	15832723	11	13.44211	8.48656	8.92081	399	Intron (ENSMUST00000180759.1/ENSMUST00000180759.1, intron 1 of 2)	Trib2	12	15793318
1	mm_th1_r1	chr12	17032875	17033012	138	*	Gata3	P23772	17032943	11	15.09205	9.23787	10.48052	400	Distal Intergenic	2410004P03Rik	12	17003319
1	mm_th1_r1	chr12	21123785	21123955	171	*	Gata3	P23772	21123864	9	10.32719	6.95894	5.99892	401	Intron (ENSMUST00000174530.1/211914, intron 6 of 9)	Asap2	12	21111954
1	mm_th1_r1	chr12	21451443	21451706	264	*	Gata3	P23772	21451551	20	23.98854	12.77372	18.99108	402	Distal Intergenic	Ywhaq	12	21390071
1	mm_th1_r1	chr12	25164801	25164937	137	*	Gata3	P23772	25164853	9	12.25953	7.83699	7.80588	403	Intron (ENSMUST00000223481.1/ENSMUST00000223481.1, intron 1 of 2)	NA	12	25129174
1	mm_th1_r1	chr12	25228939	25229054	116	*	Gata3	P23772	25228979	6	7.9583	5.57958	3.81677	404	Distal Intergenic	NA	12	25129174
1	mm_th1_r1	chr12	25251666	25251786	121	*	Gata3	P23772	25251731	10	11.49367	7.53425	7.08668	405	Distal Intergenic	NA	12	25129174
1	mm_th1_r1	chr12	25360009	25360146	138	*	Gata3	P23772	25360052	12	14.09752	8.76602	9.53723	406	Intron (ENSMUST00000220620.1/ENSMUST00000220620.1, intron 2 of 2)	NA	12	25129174
1	mm_th1_r1	chr12	25455691	25455896	206	*	Gata3	P23772	25455787	19	24.70722	13.3824	19.68148	407	Intron (ENSMUST00000221270.1/ENSMUST00000221270.1, intron 6 of 7)	NA	12	25129174
1	mm_th1_r1	chr12	25989779	25990022	244	*	Gata3	P23772	25989882	18	18.87471	10.32889	14.08167	408	Distal Intergenic	Gm29687	12	26091962
1	mm_th1_r1	chr12	26070903	26071018	116	*	Gata3	P23772	26070960	7	9.04722	6.21359	4.81959	409	Distal Intergenic	Gm29687	12	26091962
1	mm_th1_r1	chr12	28845817	28846031	215	*	Gata3	P23772	28845925	16	18.45629	10.56229	13.67984	410	Intron (ENSMUST00000221877.1/380752, intron 4 of 8)	Eipr1	12	28857312
1	mm_th1_r1	chr12	28846252	28846390	139	*	Gata3	P23772	28846309	9	8.87343	6.16903	4.6599	411	Intron (ENSMUST00000221877.1/380752, intron 4 of 8)	Eipr1	12	28857312
1	mm_th1_r1	chr12	32202019	32202134	116	*	Gata3	P23772	32202116	6	6.38461	4.87126	2.46749	412	Promoter (1-2kb)	Pik3cg	12	32200551
1	mm_th1_r1	chr12	32299643	32299849	207	*	Gata3	P23772	32299749	18	23.88655	13.11702	18.89145	413	Distal Intergenic	Ccdc71l	12	32378704
1	mm_th1_r1	chr12	33040917	33041032	116	*	Gata3	P23772	33040939	5	6.02022	4.5784	2.15331	414	Intron (ENSMUST00000095774.2/68764, intron 15 of 19)	Cdhr3	12	33050786
1	mm_th1_r1	chr12	33181936	33182130	195	*	Gata3	P23772	33182030	15	18.26086	10.62417	13.49329	415	Intron (ENSMUST00000077456.12/380753, intron 1 of 2)	Atxn7l1	12	33147805
1	mm_th1_r1	chr12	35562936	35563081	146	*	Gata3	P23772	35563018	7	8.11801	5.7992	3.96338	416	Intron (ENSMUST00000223092.1/ENSMUST00000223092.1, intron 2 of 5)	Ahr	12	35497974
1	mm_th1_r1	chr12	35686504	35686621	118	*	Gata3	P23772	35686566	10	11.05661	7.30412	6.67514	417	Promoter (<=1kb)	9130015A21Rik	12	35672290
1	mm_th1_r1	chr12	35755089	35755440	352	*	Gata3	P23772	35755336	17	18.7438	10.50788	13.95485	418	Distal Intergenic	9130015A21Rik	12	35672380
1	mm_th1_r1	chr12	35799573	35799738	166	*	Gata3	P23772	35799600	9	10.43848	7.01508	6.10363	419	Distal Intergenic	9130015A21Rik	12	35672380
1	mm_th1_r1	chr12	36067273	36067388	116	*	Gata3	P23772	36067372	7	9.04722	6.21359	4.81959	420	Distal Intergenic	Gm5434	12	36090379
1	mm_th1_r1	chr12	36155517	36155633	117	*	Gata3	P23772	36155536	9	8.51144	5.9577	4.32678	421	Promoter (<=1kb)	Bzw2	12	36118997
1	mm_th1_r1	chr12	36155768	36155909	142	*	Gata3	P23772	36155855	13	13.67263	8.39832	9.13686	422	Promoter (<=1kb)	Bzw2	12	36118997
1	mm_th1_r1	chr12	51567385	51567500	116	*	Gata3	P23772	51567418	6	7.16719	5.24934	3.11715	423	Distal Intergenic	Coch	12	51593341
1	mm_th1_r1	chr12	54187991	54188173	183	*	Gata3	P23772	54188084	13	17.16759	10.23392	12.45523	424	Intron (ENSMUST00000039516.3/112407, intron 1 of 4)	Egln3	12	54178981
1	mm_th1_r1	chr12	54313612	54313817	206	*	Gata3	P23772	54313705	21	26.9573	14.17526	21.85239	425	Distal Intergenic	NA	12	54388042
1	mm_th1_r1	chr12	54446460	54446588	129	*	Gata3	P23772	54446539	8	10.2524	6.86761	5.9289	426	Distal Intergenic	NA	12	54388042
1	mm_th1_r1	chr12	54566850	54566965	116	*	Gata3	P23772	54566949	8	9.73034	6.63472	5.43966	427	Distal Intergenic	Mir1892	12	54645933
1	mm_th1_r1	chr12	55016549	55016700	152	*	Gata3	P23772	55016608	7	8.78868	6.10454	4.58102	428	Promoter (2-3kb)	Baz1a	12	54954718
1	mm_th1_r1	chr12	55041082	55041206	125	*	Gata3	P23772	55041151	7	8.11801	5.7992	3.96338	429	Distal Intergenic	2700097O09Rik	12	55045676
1	mm_th1_r1	chr12	55050110	55050335	226	*	Gata3	P23772	55050223	13	15.02621	9.15631	10.41639	430	Intron (ENSMUST00000021406.5/72658, intron 6 of 7)	2700097O09Rik	12	55045676
1	mm_th1_r1	chr12	55788001	55788144	144	*	Gata3	P23772	55788102	7	9.45714	6.37667	5.18931	431	Intron (ENSMUST00000220367.1/56784, intron 4 of 39)	Ralgapa1	12	55602896
1	mm_th1_r1	chr12	55835909	55836107	199	*	Gata3	P23772	55836010	8	10.11473	6.80787	5.79988	432	Promoter (<=1kb)	Brms1l	12	55836324
1	mm_th1_r1	chr12	65065368	65065678	311	*	Gata3	P23772	65065513	16	17.34068	9.92411	12.62227	433	Promoter (<=1kb)	Fkbp3	12	65062436
1	mm_th1_r1	chr12	67059261	67059387	127	*	Gata3	P23772	67059291	9	10.55295	7.07214	6.20941	434	Intron (ENSMUST00000037181.15/320772, intron 1 of 16)	Mdga2	12	66471515
1	mm_th1_r1	chr12	69510980	69511128	149	*	Gata3	P23772	69511045	20	24.99355	13.33333	19.95769	435	Distal Intergenic	5830428M24Rik	12	69473614
1	mm_th1_r1	chr12	69537737	69537974	238	*	Gata3	P23772	69537869	18	20.29975	11.16662	15.44235	436	Distal Intergenic	Vcpkmt	12	69582276
1	mm_th1_r1	chr12	69878563	69878680	118	*	Gata3	P23772	69878642	10	12.52316	8.04094	8.05544	437	Intron (ENSMUST00000110567.7/399510, intron 1 of 31)	Map4k5	12	69844874
1	mm_th1_r1	chr12	70078867	70079029	163	*	Gata3	P23772	70078958	14	17.68706	10.43841	12.94779	438	Intron (ENSMUST00000085314.10/18080, intron 2 of 28)	Nin	12	70011435
1	mm_th1_r1	chr12	70211554	70211677	124	*	Gata3	P23772	70211576	8	11.00682	7.17375	6.63104	439	Intron (ENSMUST00000071250.12/110095, intron 4 of 19)	Pygl	12	70197399
1	mm_th1_r1	chr12	70705706	70705926	221	*	Gata3	P23772	70705779	5	6.02022	4.5784	2.15331	440	Distal Intergenic	Frmd6	12	70825514
1	mm_th1_r1	chr12	73598295	73598549	255	*	Gata3	P23772	73598435	32	35.14605	15.18638	29.7445	441	Intron (ENSMUST00000221153.1/18755, intron 2 of 14)	Prkch	12	73584843
1	mm_th1_r1	chr12	73692428	73692714	287	*	Gata3	P23772	73692535	42	51.78532	20.66315	45.88754	442	Intron (ENSMUST00000221153.1/18755, intron 4 of 14)	Prkch	12	73584843
1	mm_th1_r1	chr12	73779312	73779549	238	*	Gata3	P23772	73779449	14	17.20608	10.19368	12.49202	443	Distal Intergenic	Hif1a	12	73901375
1	mm_th1_r1	chr12	73817507	73817666	160	*	Gata3	P23772	73817590	8	9.98205	6.74916	5.67646	444	Distal Intergenic	Hif1a	12	73901375
1	mm_th1_r1	chr12	73842483	73842767	285	*	Gata3	P23772	73842655	15	17.96137	10.46436	13.2062	445	Distal Intergenic	Hif1a	12	73901375
1	mm_th1_r1	chr12	73888175	73888295	121	*	Gata3	P23772	73888250	11	13.73079	8.62689	9.1908	446	Intron (ENSMUST00000221427.1/ENSMUST00000221427.1, intron 1 of 2)	Hif1a	12	73901375
1	mm_th1_r1	chr12	73913334	73913477	144	*	Gata3	P23772	73913392	13	13.37994	8.22803	8.86122	447	Intron (ENSMUST00000110461.7/15251, intron 1 of 14)	Hif1a	12	73907904
1	mm_th1_r1	chr12	74803854	74803969	116	*	Gata3	P23772	74803886	7	8.91538	6.15858	4.69745	448	Distal Intergenic	Kcnh5	12	74897220
1	mm_th1_r1	chr12	74804078	74804244	167	*	Gata3	P23772	74804162	9	11.92096	7.69823	7.48969	449	Distal Intergenic	Kcnh5	12	74897220
1	mm_th1_r1	chr12	77113542	77113839	298	*	Gata3	P23772	77113681	52	65.38099	23.76149	59.10384	450	Distal Intergenic	Fut8	12	77238125
1	mm_th1_r1	chr12	79429787	79430053	267	*	Gata3	P23772	79429978	10	10.95381	7.24876	6.58434	451	Intron (ENSMUST00000171210.2/19363, intron 7 of 10)	Rad51b	12	79327353
1	mm_th1_r1	chr12	80794814	80795288	475	*	Gata3	P23772	80795183	16	17.34068	9.92411	12.62227	452	Intron (ENSMUST00000220238.1/217684, intron 1 of 6)	Susd6	12	80790559
1	mm_th1_r1	chr12	84221224	84221339	116	*	Gata3	P23772	84221318	6	7.9583	5.57958	3.81677	453	Promoter (2-3kb)	Mideas	12	84152459
1	mm_th1_r1	chr12	84876970	84877147	178	*	Gata3	P23772	84877050	14	19.62969	11.34644	14.8006	454	Promoter (<=1kb)	Ltbp2	12	84783212
1	mm_th1_r1	chr12	85365765	85365880	116	*	Gata3	P23772	85365789	7	8.32639	5.89753	4.15749	455	Intron (ENSMUST00000040766.8/68581, intron 1 of 4)	Tmed10	12	85343365
1	mm_th1_r1	chr12	85472255	85472386	132	*	Gata3	P23772	85472328	8	11.00682	7.17375	6.63104	456	Promoter (1-2kb)	Fos	12	85473890
1	mm_th1_r1	chr12	85632452	85632637	186	*	Gata3	P23772	85632561	12	16.94785	10.09709	12.2442	457	Intron (ENSMUST00000177587.8/81703, intron 3 of 3)	Jdp2	12	85602222
1	mm_th1_r1	chr12	85706233	85706425	193	*	Gata3	P23772	85706315	13	17.55068	10.40892	12.8198	458	Intron (ENSMUST00000040536.5/53314, intron 2 of 2)	Batf	12	85686669
1	mm_th1_r1	chr12	86046345	86046554	210	*	Gata3	P23772	86046458	12	13.84413	8.63214	9.30007	459	Intron (ENSMUST00000040179.13/320244, intron 33 of 33)	Tgfb3	12	86056745
1	mm_th1_r1	chr12	86945113	86945394	282	*	Gata3	P23772	86945224	32	35.70002	15.51481	30.27736	460	Promoter (1-2kb)	Cipc	12	86947043
1	mm_th1_r1	chr12	87178794	87178977	184	*	Gata3	P23772	87178871	15	19.43203	11.22413	14.61115	461	Intron (ENSMUST00000037418.6/382620, intron 2 of 5)	Samd15	12	87199723
1	mm_th1_r1	chr12	87426559	87426691	133	*	Gata3	P23772	87426640	9	12.08677	7.76699	7.64588	462	3' UTR	Mir3068	12	87437679
1	mm_th1_r1	chr12	88428831	88428961	131	*	Gata3	P23772	88428874	7	9.45714	6.37667	5.18931	463	Intron (ENSMUST00000101165.8/72113, intron 4 of 10)	Adck1	12	88420296
1	mm_th1_r1	chr12	92976572	92976709	138	*	Gata3	P23772	92976602	7	7.3992	5.43663	3.32916	464	Distal Intergenic	4930559C10Rik	12	93416458
1	mm_th1_r1	chr12	98215645	98215787	143	*	Gata3	P23772	98215730	6	7.9583	5.57958	3.81677	465	Promoter (<=1kb)	Galc	12	98207453
1	mm_th1_r1	chr12	98246939	98247236	298	*	Gata3	P23772	98247075	20	22.67215	12.01717	17.72251	466	Intron (ENSMUST00000021390.8/14420, intron 5 of 16)	Galc	12	98203796
1	mm_th1_r1	chr12	98269797	98269924	128	*	Gata3	P23772	98269861	10	11.05661	7.30412	6.67514	467	Promoter (1-2kb)	Gpr65	12	98268635
1	mm_th1_r1	chr12	99510030	99510206	177	*	Gata3	P23772	99510124	10	12.82234	8.17844	8.33665	468	Intron (ENSMUST00000176928.2/71375, intron 1 of 2)	Foxn3	12	99388345
1	mm_th1_r1	chr12	99633794	99634003	210	*	Gata3	P23772	99633907	13	16.15064	9.74252	11.48749	469	Distal Intergenic	1700064M15Rik	12	99626053
1	mm_th1_r1	chr12	100890708	100890825	118	*	Gata3	P23772	100890751	8	11.00682	7.17375	6.63104	470	Intron (ENSMUST00000110070.7/217830, intron 12 of 13)	Gpr68	12	100879314
1	mm_th1_r1	chr12	100976967	100977082	116	*	Gata3	P23772	100977001	8	10.11473	6.80787	5.79988	471	Intron (ENSMUST00000068411.4/68339, intron 4 of 29)	Ccdc88c	12	100969341
1	mm_th1_r1	chr12	100994277	100994473	197	*	Gata3	P23772	100994380	22	28.37635	14.71059	23.22161	472	Intron (ENSMUST00000223029.1/ENSMUST00000223029.1, intron 4 of 4)	Ccdc88c	12	100969341
1	mm_th1_r1	chr12	102674785	102674939	155	*	Gata3	P23772	102674880	10	12.67026	8.1091	8.19023	473	Exon (ENSMUST00000178697.1/217837, exon 3 of 4)	Mir1936	12	102684928
1	mm_th1_r1	chr12	102725235	102725418	184	*	Gata3	P23772	102725306	12	17.40934	10.28074	12.68579	474	Promoter (1-2kb)	Itpk1	12	102673017
1	mm_th1_r1	chr12	103331491	103331762	272	*	Gata3	P23772	103331602	43	55.71969	22.51215	49.71108	475	Intron (ENSMUST00000021617.13/65256, intron 6 of 9)	Asb2	12	103321146
1	mm_th1_r1	chr12	103346913	103347091	179	*	Gata3	P23772	103346999	14	18.98066	11.05787	14.1844	476	Intron (ENSMUST00000160463.1/ENSMUST00000160463.1, intron 2 of 3)	Asb2	12	103321146
1	mm_th1_r1	chr12	106034490	106034605	116	*	Gata3	P23772	106034527	9	10.21891	6.90369	5.89798	477	Intron (ENSMUST00000072040.6/22367, intron 1 of 12)	Vrk1	12	106030717
1	mm_th1_r1	chr12	106565365	106565541	177	*	Gata3	P23772	106565475	8	10.54425	6.99029	6.20308	478	Intron (ENSMUST00000146663.2/ENSMUST00000146663.2, intron 1 of 2)	1700121N20Rik	12	106442653
1	mm_th1_r1	chr12	107126231	107126346	116	*	Gata3	P23772	107126317	6	7.72075	5.48589	3.61804	479	Distal Intergenic	4933406K04Rik	12	106706049
1	mm_th1_r1	chr12	108276098	108276229	132	*	Gata3	P23772	108276162	7	9.45714	6.37667	5.18931	480	Promoter (<=1kb)	Ccdc85c	12	108203602
1	mm_th1_r1	chr12	110497539	110497741	203	*	Gata3	P23772	110497634	28	34.01626	16.06648	28.65123	481	Intron (ENSMUST00000220509.1/26931, intron 3 of 7)	Ppp2r5c	12	110485859
1	mm_th1_r1	chr12	111738786	111738984	199	*	Gata3	P23772	111738878	8	11.00682	7.17375	6.63104	482	Intron (ENSMUST00000163220.9/68020, intron 4 of 5)	Klc1	12	111758849
