seqnames	start	end	width	strand	gene_id	gene_symbol
chr1	225117356	225586996	469641	+	127602	DNAH14
chr1	247614331	247615284	954	-	127623	OR2B11
chr1	182023705	182030847	7143	-	127665	ZNF648
chr1	182367252	182369751	2500	-	127670	TEDDM1
chr1	38273473	38275126	1654	+	127687	C1orf122
chr17	48261457	48279000	17544	-	1277	COL1A1
chr1	36883507	36916086	32580	-	127700	OSCP1
chr1	36179477	36184790	5314	-	127703	C1orf216
chr1	18807424	18812480	5057	+	127707	KLHDC7A
chr1	20617412	20681387	63976	+	127731	VWA5B1
chr1	20512578	20519942	7365	+	127733	UBXN10
chr1	60454824	60539442	84619	-	127795	C1orf87
chr7	94023873	94060544	36672	+	1278	COL1A2
chr1	202102532	202113871	11340	-	127829	ARL8A
chr1	202559725	202679551	119827	-	127833	SYT2
chr1	204337558	204338847	1290	-	127841	LINC00628
chr1	204167288	204183220	15933	-	127845	GOLT1A
chr1	162466964	162499419	32456	+	127933	UHMK1
chr1	161691334	161697933	6600	+	127943	FCRLB
chr4	99992130	100009931	17802	-	128	ADH5
chr12	48366748	48398285	31538	-	1280	COL2A1
chr1	241815580	241965434	149855	+	128025	WDR64
chr1	231359509	231376924	17416	-	128061	C1orf131
chr1	145477085	145499091	22007	+	128077	LIX1L
chr2	189839099	189877472	38374	+	1281	COL3A1
chr1	120106503	120115199	8697	+	128102	HSD3BP4
chr1	217804695	218040484	235790	+	128153	SPATA17
chr1	236557680	236648008	90329	+	128178	EDARADD
chr13	110801310	110959496	158187	-	1282	COL4A1
chr1	44514030	44600809	86780	+	128209	KLF17
chr1	43735665	43739673	4009	+	128218	TMEM125
chr1	156307105	156316785	9681	+	128229	TSACC
chr1	156495197	156542396	47200	-	128239	IQGAP3
chr1	156561558	156566601	5044	+	128240	NAXE
chr1	16524599	16539104	14506	-	128272	ARHGEF19
chr1	228294380	228297013	2634	-	128308	MRPL55
chr1	228645808	228646259	452	+	128312	H2BC26
chr1	111659954	111682838	22885	-	128338	DRAM2
chr1	111889195	111895639	6445	+	128344	PIFO
chr1	112016604	112021134	4531	+	128346	C1orf162
chr1	158368312	158369256	945	-	128360	OR10T2
chr1	158532441	158533394	954	-	128366	OR6P1
chr1	158548709	158549689	981	-	128367	OR10X1
chr1	158576229	158577170	942	+	128368	OR10Z1
chr1	158724606	158725637	1032	+	128371	OR6K6
chr1	158735534	158736472	939	-	128372	OR6N1
chr1	212965170	212990167	24998	+	128387	TATDN3
chr13	110959631	111165373	205743	+	1284	COL4A2
chr20	61637331	61638387	1057	-	128408	BHLHE23
chr20	61872136	61885892	13757	-	128414	NKAIN4
chr20	36531499	36573747	42249	+	128434	VSTM2L
chr20	37075297	37079564	4268	+	128439	SNHG11
chr20	42935197	42939889	4693	-	128486	FITM2
chr20	43752067	43753106	1040	-	128488	WFDC12
chr20	44515130	44516238	1109	-	128497	SPATA25
chr2	228029281	228179508	150228	+	1285	COL4A3
chr20	45169670	45179213	9544	-	128506	OCSTAMP
chr20	51588946	52111869	522924	+	128553	TSHZ2
chr2	227867427	228029275	161849	-	1286	COL4A4
chr20	56725983	56736183	10201	+	128602	C20orf85
chr20	57766075	57834167	68093	+	128611	ZNF831
chr20	416124	443187	27064	-	128637	TBC1D20
chr20	1514897	1538343	23447	-	128646	SIRPD
chr20	2795633	2796476	844	+	128653	C20orf141
chr20	5282686	5297378	14693	-	128674	PROKR2
chrX	107683074	107940775	257702	+	1287	COL4A5
chr20	10415951	10604027	188077	+	128710	SLX4IP
chrX	107386780	107682704	295925	-	1288	COL4A6
chr20	23420322	23425567	5246	+	128817	CSTL1
chr20	23545370	23549386	4017	-	128821	CST9L
chr20	23583047	23586610	3564	-	128822	CST9
chr20	61147660	61167971	20312	+	128826	MIR1-1HG
chr20	30435441	30458479	23039	-	128853	DUSP15
chr20	30776949	30778163	1215	-	128854	TSPY26P
chr20	31619454	31631853	12400	+	128859	BPIFB6
chr20	31805135	31815559	10425	+	128861	BPIFA3
chr20	32250092	32251721	1630	+	128864	C20orf144
chr20	32399110	32442173	43064	+	128866	CHMP4B
chr20	33148346	33265089	116744	-	128869	PIGU
chr20	33421378	33422265	888	-	128872	HMGB3P1
chr20	33873534	33880225	6692	-	128876	FAM83C
chr9	137533651	137736688	203038	+	1289	COL5A1
chr22	17442827	17489112	46286	-	128954	GAB4
chr22	19428410	19435755	7346	-	128977	C22orf39
chr22	20004554	20053447	48894	+	128989	TANGO2
chr2	189896641	190044605	147965	-	1290	COL5A2
chr22	22868061	22874613	6553	-	129025	ZNF280A
chr22	25202136	25322813	120678	+	129049	SGSM1
chr22	29601901	29655586	53686	+	129080	EMID1
chr21	47401663	47424963	23301	+	1291	COL6A1
chr22	38226862	38240353	13492	-	129138	ANKRD54
chr21	47518033	47552763	34731	+	1292	COL6A2
chr2	48667908	48742531	74624	+	129285	PPP1R21
chr2	85048791	85108369	59579	-	129293	TRABD2A
chr2	238232655	238322850	90196	-	1293	COL6A3
chr2	85825670	85829822	4153	-	129303	TMEM150A
chr3	48601506	48632593	31088	-	1294	COL7A1
chr2	183984750	184026408	41659	+	129401	NUP35
chr2	167744997	168116261	371265	+	129446	XIRP2
chr2	200793634	200820459	26826	-	129450	TYW5
chr3	99357440	99515577	158138	+	1295	COL8A1
chr2	101086944	101099742	12799	+	129521	NMS
chr2	99900701	99921218	20518	-	129530	LYG1
chr2	99785726	99797492	11767	-	129531	MITD1
chr2	232826293	233208678	382386	+	129563	DIS3L2
chr1	36560844	36565850	5007	-	1296	COL8A2
chr2	6980684	7006766	26083	-	129607	CMPK2
chr2	8996701	9143876	147176	-	129642	MBOAT2
chr2	124782864	125672863	890000	+	129684	CNTNAP5
chr6	42018251	42055199	36949	+	129685	TAF8
chr6	70925743	71012786	87044	-	1297	COL9A1
chr2	667973	677439	9467	-	129787	TMEM18
chr7	156431060	156433348	2289	-	129790	NA
chr1	40766163	40783060	16898	-	1298	COL9A2
chr2	112895962	112945791	49830	+	129804	FBLN7
chr2	242750160	242758739	8580	+	129807	NEU4
chr2	178977182	178994382	17201	+	129831	RBM45
chr2	54558071	54588714	30644	+	129852	C2orf73
chr2	96257766	96265469	7704	+	129868	TRIM43
chr2	170336006	170363165	27160	+	129880	BBS5
chr2	170501935	170550931	48997	-	129881	CFAP210
chr20	61448414	61472511	24098	+	1299	COL9A3
chr3	151531861	151546276	14416	+	13	AADAC
chr4	100123795	100140403	16609	-	130	ADH6
chr6	116440085	116447296	7212	-	1300	COL10A1
chr2	135596186	135659602	63417	+	130013	ACMSD
chr2	203637873	203736371	98499	-	130026	ICA1L
chr2	131805449	131851004	45556	-	130074	FAM168B
chr7	141618676	141619620	945	+	130075	OR9A4
chr1	103342023	103574052	232030	-	1301	COL11A1
chr2	26804073	26864211	60139	-	130106	CIB4
chr2	79252812	79255630	2819	+	130120	REG3G
chr2	198435527	198540584	105058	-	130132	RFTN2
chr2	55399687	55459699	60013	-	130162	CLHC1
chr2	43864439	43995126	130688	+	130271	PLEKHH2
chr6	75794042	75915623	121582	-	1303	COL12A1
chr2	224620047	224702319	82273	-	130340	AP1S3
chr2	120060020	120124404	64385	-	130355	C2orf76
chr2	223289322	223423617	134296	+	130367	SGPP2
chr2	158383279	158485399	102121	-	130399	ACVR1C
chr2	19551246	19558372	7127	-	130497	OSR1
chr10	71561644	71718904	157261	+	1305	COL13A1
chr2	20096514	20101744	5231	-	130502	TTC32
chr2	170684018	170940639	256622	+	130507	UBR3
chr2	201353684	201374792	21109	-	130535	KCTD18
chr2	202153147	202222121	68975	-	130540	FLACC1
chr2	27600098	27603611	3514	-	130557	ZNF513
chr2	231860839	231889770	28932	+	130560	SPATA3
chr2	150186499	150330659	144161	+	130574	LYPD6
chr2	149894981	150071772	176792	+	130576	LYPD6B
chr2	38893052	38961909	68858	+	130589	GALM
chr9	101705995	101833074	127080	+	1306	COL15A1
chr2	220408385	220415317	6933	+	130612	TMEM198
chr2	220071506	220074373	2868	+	130617	ZFAND2B
chr1	32117848	32169768	51921	-	1307	COL16A1
chr2	39892638	39945104	52467	+	130733	TMEM178A
chr2	207804278	207834198	29921	+	130749	CPO
chr2	207598942	207630050	31109	-	130752	MDH1B
chr10	105791046	105845638	54593	-	1308	COL17A1
chr2	11273179	11286916	13738	+	130813	C2orf50
chr2	11295540	11318998	23459	+	130814	SLC66A3
chr2	103353394	103434138	80745	+	130827	TMEM182
chr2	61404553	61414686	10134	+	130872	AHSA2P
chr2	230787207	230948016	160810	+	130888	FBXO36
chr2	242034545	242041747	7203	-	130916	MTERF4
chr2	159027869	159313265	285397	-	130940	CCDC148
chr2	74785010	74875457	90448	-	130951	M1AP
chr4	100333418	100356667	23250	-	131	ADH7
chr6	70576448	70922157	345710	+	1310	COL19A1
chr3	131253577	132004254	750678	-	131034	CPNE4
chr3	122078436	122102074	23639	-	131076	MIX23
chr3	19190017	19577135	387119	+	131096	KCNH8
chr19	18893583	18902114	8532	-	1311	COMP
chr3	180701498	180707562	6065	-	131118	DNAJC19
chr3	161214596	161221730	7135	+	131149	OTOL1
chr3	58619670	58652561	32892	-	131177	FAM3D
chr22	19929263	19957498	28236	+	1312	COMT
chr3	101818088	102198685	380598	+	131368	ZPLD1
chr3	42438575	42452065	13491	-	131375	LYZL4
chr3	42727011	42733938	6928	+	131377	KLHL40
chr1	160258377	160313354	54978	-	1314	COPA
chr3	32859510	32933771	74262	+	131405	TRIM71
chr3	184053717	184064063	10347	+	131408	FAM131A
chr3	112641532	112693937	52406	-	131450	CD200R1
chr3	14153577	14166371	12795	-	131474	CHCHD4
chr11	14479049	14521441	42393	-	1315	COPB1
chr3	195924323	195938300	13978	-	131540	ZDHHC19
chr3	97540884	97663830	122947	+	131544	CRYBG3
chr3	98514814	98620533	105720	-	131566	DCBLD2
chr3	194075976	194090472	14497	-	131578	LRRC15
chr3	194406622	194409766	3145	+	131583	FAM43A
chr10	3818188	3827473	9286	-	1316	KLF6
chr3	127291907	127309602	17696	-	131601	TPRA1
chr3	44903408	44907154	3747	+	131616	TMEM42
chr3	126200008	126236616	36609	-	131669	UROC1
chr9	115983808	116029217	45410	+	1317	SLC31A1
chr9	115913238	115926422	13185	+	1318	SLC31A2
chr3	150377675	150421742	44068	-	131831	ERICH6
chr3	131100515	131107674	7160	+	131870	NUDT16
chr3	130279178	130395888	116711	+	131873	COL6A6
chr3	141497043	141535892	38850	+	131890	GRK7
chr3	101237711	101242731	5021	+	131909	FAM172BP
chr3	190146444	190167665	21222	-	131920	TMEM207
chr3	15451377	15469042	17666	-	131965	METTL6
chr10	75910943	76469061	558119	+	132	ADK
chr3	11831919	11888352	56434	-	132001	TAMM41
chr3	9944296	9958084	13789	+	132014	IL17RE
chr3	186915274	186919253	3980	+	132112	RTP1
chr3	51840728	51937386	96659	-	132141	IQCF1
chr3	52321836	52329272	7437	+	132158	GLYCTK
chr3	52279809	52284615	4807	+	132160	PPM1M
chr3	63805041	63834312	29272	+	132200	C3orf49
chr3	63638344	63650891	12548	+	132203	SNTN
chr3	63263914	63602597	338684	+	132204	SYNPR
chr3	50316518	50325545	9028	+	132228	LSMEM2
chr3	129101677	129118282	16606	-	132241	RPL32P3
chr3	129262057	129270204	8148	+	132243	H1-8
chr4	48887405	48908815	21411	-	132299	OCIAD2
chr4	129805152	130014764	209613	-	132320	SCLT1
chr4	130014829	130033843	19015	+	132321	C4orf33
chr4	122680085	122686340	6256	-	132332	SMIM43
chr4	135117489	135122903	5415	-	132430	PABPC4L
chr1	10509776	10512060	2285	+	1325	CORT
chr10	30722950	30750762	27813	+	1326	MAP3K8
chr4	123300121	123350947	50827	+	132612	ADAD1
chr4	188916925	188926199	9275	+	132625	ZFP42
chr4	83845756	83934040	88285	-	132660	LIN54
chr4	52917593	52963458	45866	+	132671	SPATA18
chr16	85833173	85840607	7435	+	1327	COX4I1
chr4	113066553	113110237	43685	+	132720	FAM241A
chr4	69092371	69111412	19042	-	132724	TMPRSS11B
chr4	44703812	44728651	24840	-	132789	GNPDA2
chr4	177105725	177116822	11098	-	132851	SPATA4
chr4	15004298	15071777	67480	+	132864	CPEB2
chr4	5564146	5711275	147130	-	132884	EVC2
chr2	98262521	98264657	2137	+	1329	COX5B
chr4	57371375	57390058	18684	+	132946	ARL9
chr4	57204457	57253638	49182	-	132949	AASDH
chr4	56422692	56458379	35688	-	132954	PDCL2
chr4	87797358	87813575	16218	-	132989	C4orf36
chr11	10326642	10328923	2282	+	133	ADM
chr4	20697905	20754530	56626	+	133015	PACRGL
chr4	118004710	118006736	2027	-	133022	TRAM1L1
chr4	4190530	4228621	38092	-	133060	OTOP1
chr4	185009859	185139114	129256	-	133121	ENPP6
chr4	103941387	103998439	57053	-	133308	SLC9B2
chr5	56205087	56221359	16273	+	133383	SETD9
chr5	55147207	55218682	71476	+	133396	IL31RA
chr5	49692031	49737234	45204	-	133418	EMB
chr5	101707649	101834720	127072	-	133482	SLCO6A1
chr5	173400785	173433143	32359	+	133491	C5orf47
chr5	149109815	149234585	124771	+	133522	PPARGC1B
chr5	40998122	41071444	73323	-	133558	MROH2B
chr5	38258511	38465582	207072	+	133584	EGFLAM
chr5	126853309	126890780	37472	+	133619	PRRC1
chr5	36192694	36242258	49565	-	133686	NADK2
chr5	35953191	36001130	47940	-	133688	UGT3A1
chr5	35904398	35938881	34484	-	133690	CAPSL
chr12	120875893	120878545	2653	+	1337	COX6A1
chr5	78531925	78623038	91114	+	133746	JMY
chr5	169659950	169679573	19624	+	133874	C5orf58
chr16	31439052	31439749	698	-	1339	COX6A2
chr5	121465215	121489266	24052	+	133923	ZNF474
chr5	204875	218297	13423	-	133957	CCDC127
chr1	203096836	203136533	39698	+	134	ADORA1
chr19	36139125	36149686	10562	+	1340	COX6B1
chr5	180166123	180167058	936	-	134083	OR2Y1
chr5	6448736	6496834	48099	+	134111	UBE2QL1
chr5	7830491	7851603	21113	-	134121	C5orf49
chr5	10225620	10250021	24402	-	134145	ATPSCKMT
chr5	10277707	10308168	30462	-	134147	CMBL
chr5	93076015	93077309	1295	-	134187	POU5F2
chr5	34929698	34959069	29372	+	134218	DNAJC21
chr5	148651401	148721367	69967	+	134265	AFAP1L1
chr5	148724977	148734146	9170	+	134266	GRPEL2
chr5	72416388	72427644	11257	+	134285	TMEM171
chr5	72469023	72470970	1948	+	134288	TMEM174
chr5	157170755	157183746	12992	+	134353	LSM11
chr5	74970024	75013313	43290	-	134359	POC5
chr5	145894417	145895676	1260	-	134391	GPR151
chr5	110834022	110848233	14212	-	134429	STARD4
chr5	110427870	110466200	38331	+	134430	WDR36
chr5	150309998	150326146	16149	-	134466	ZNF300P1
chr5	162880586	162887143	6558	-	134492	NUDCD2
chr8	100890223	100906242	16020	-	1345	COX6C
chr5	158690089	158713048	22960	+	134510	UBLCP1
chr5	80625947	80689988	64042	-	134526	ACOT12
chr5	132149033	132152489	3457	+	134548	SOWAHA
chr5	132157833	132166590	8758	-	134549	SHROOM1
chr5	134181370	134195425	14056	+	134553	C5orf24
chr19	36641824	36643771	1948	-	1346	COX7A1
chr6	143743969	143771841	27873	-	134637	ADAT2
chr6	75947391	75953644	6254	-	1347	COX7A2
chr6	84562985	84567234	4250	+	134701	RIPPLY2
chr6	79577261	79656157	78897	+	134728	IRAK1BP1
chr6	123317582	123385063	67482	+	134829	CLVS2
chr6	132966123	132967142	1020	-	134864	TAAR1
chrX	77154961	77160881	5921	+	1349	COX7B
chr6	147525494	147711612	186119	+	134957	STXBP5
chr22	24813709	24838325	24617	+	135	ADORA2A
chr5	85913784	85916583	2800	+	1350	COX7C
chr11	63742079	63744015	1937	+	1351	COX8A
chr6	126102307	126253176	150870	+	135112	NCOA7
chr6	126277861	126301389	23529	+	135114	HINT3
chr6	163148164	163736524	588361	+	135138	PACRG
chr6	71571069	71666788	95720	-	135152	B3GAT2
chr6	71276625	71298606	21982	+	135154	SDHAF4
chr17	13972719	14111996	139278	+	1352	COX10
chr6	74405508	74538041	132534	+	135228	CD109
chr6	150204511	150217195	12685	-	135250	RAET1E
chr6	89855769	89875288	19520	+	135293	PM20D2
chr6	89805678	89827800	22123	-	135295	SRSF12
chr17	53029259	53046064	16806	-	1353	COX11
chr6	49518113	49519808	1696	+	135398	C6orf141
chr6	655939	656964	1026	-	135458	HUS1B
chr10	101468505	101492423	23919	-	1355	COX15
chr3	148880197	148939832	59636	-	1356	CP
chr7	130020290	130027949	7660	+	1357	CPA1
chr7	129906703	129929637	22935	+	1358	CPA2
chr7	73275489	73280223	4735	+	135886	TMEM270
chr7	72726535	72742085	15551	-	135892	TRIM50
chr3	148583043	148614872	31830	+	1359	CPA3
chr7	142723287	142724219	933	-	135924	OR9A2
chr7	142636603	142637957	1355	+	135927	LLCFC1
chr7	142982040	142985141	3102	+	135932	TMEM139
chr7	144094333	144107320	12988	-	135935	NOBOX
chr7	143826206	143827138	933	+	135941	OR2A14
chr7	143701090	143702025	936	+	135946	OR6B1
chr7	143632326	143633279	954	+	135948	OR2F2
chr17	15848231	15879210	30980	+	136	ADORA2B
chr3	148545588	148577972	32385	+	1360	CPB1
chr7	148766733	148787869	21137	-	136051	ZNF786
chr13	46627322	46679211	51890	-	1361	CPB2
chr17	28705942	28796675	90734	+	1362	CPD
chr7	101006122	101202304	196183	+	136227	COL26A1
chr7	141536078	141541285	5208	-	136242	PRSS37
chr7	130417396	130418888	1493	-	136259	KLF14
chr7	129847704	129856684	8981	+	136263	SSMEM1
chr7	48075108	48100894	25787	+	136288	C7orf57
chr4	166300097	166419482	119386	+	1363	CPE
chr7	138279030	138363790	84761	-	136306	SVOPL
chr7	133812105	133948933	136829	+	136332	LRGUK
chr7	150872785	150884919	12135	-	136371	ASB10
chr7	73245193	73247015	1823	+	1364	CLDN4
chr7	73183327	73184600	1274	-	1365	CLDN3
chr7	141951958	141957878	5921	-	136541	PRSS58
chr17	7163222	7166512	3291	-	1366	CLDN7
chr7	40172342	40174251	1910	-	136647	MPLKIP
chr12	69244956	69357020	112065	-	1368	CPM
chr7	76018646	76039012	20367	-	136853	SSC4D
chr7	25174316	25219817	45502	-	136895	C7orf31
chr10	101802065	101841642	39578	-	1369	CPN1
chr7	117003276	117067577	64302	-	136991	ASZ1
chr3	194060494	194072057	11564	-	1370	CPN2
chr8	8559666	8561617	1952	+	137075	CLDN23
chr3	98298290	98312455	14166	-	1371	CPOX
chr8	125985539	125991630	6092	+	137209	ZNF572
chr2	211342406	211543831	201426	+	1373	CPS1
chr8	37791800	37797647	5848	-	137362	GOT1L1
chr8	94712773	94740671	27899	+	137392	CIBAR1
chr11	68522088	68609399	87312	-	1374	CPT1A
chr8	17104401	17155533	51133	+	137492	VPS37A
chr22	51007290	51017096	9807	-	1375	CPT1B
chr1	53662101	53679869	17769	+	1376	CPT2
chr8	95970236	96088396	118161	+	137682	NDUFAF6
chr8	56651320	56685885	34566	-	137695	TMEM68
chr8	107771711	107782472	10762	-	137735	ABRA
chr8	143831628	143833952	2325	-	137797	LYPD2
chr1	207669473	207815110	145638	+	1378	CR1
chr8	23559964	23564111	4148	-	137814	NKX2-6
chr8	133722192	133772914	50723	-	137835	TMEM71
chr8	13947373	15095792	1148420	-	137868	SGCZ
chr8	67344718	67381044	36327	+	137872	ADHFE1
chr8	59323823	59364060	40238	+	137886	UBXN2B
chr1	207818458	207898053	79596	+	1379	CR1L
chr8	52232137	52722005	489869	-	137902	PXDNL
chr8	41435707	41482520	46814	+	137964	GPAT4
chr8	35092975	35652181	559207	+	137970	UNC5D
chr8	38243959	38266062	22104	+	137994	LETM2
chr1	207627645	207663240	35596	+	1380	CR2
chr8	88882971	88886296	3326	-	138009	DCAF4L2
chr8	85095453	85834078	738626	+	138046	RALYL
chr8	42995592	43057970	62379	+	138050	HGSNAT
chr9	116059373	116065551	6179	-	138065	RNF183
chr15	78632666	78640572	7907	+	1381	CRABP1
chr9	138898383	138987131	88749	-	138151	NACC2
chr9	138387026	138392364	5339	-	138162	PIERCE1
chr9	77597873	77643310	45438	-	138199	CARNMT1
chr1	156669400	156675608	6209	-	1382	CRABP2
chr9	74666297	74687734	21438	-	138240	C9orf57
chr9	74526423	74599390	72968	+	138241	C9orf85
chr9	72435731	72521148	85418	+	138255	CFAP95
chr9	139648840	139652731	3892	-	138307	LCN8
chr9	139607024	139619170	12147	+	138311	DIPK1B
chr9	131857073	131873070	15998	-	1384	CRAT
chr9	130476227	130487152	10926	-	138428	PTRH1
chr9	130683808	130693076	9269	-	138429	PIP5KL1
chr9	32629452	32635667	6216	-	138474	TAF1L
chr2	208394616	208470284	75669	+	1385	CREB1
chr2	175936978	176032934	95957	-	1386	ATF2
chr9	96793076	96872138	79063	+	138639	PTPDC1
chr9	95571893	95650975	79083	+	138649	ANKRD19P
chr16	3775056	3930121	155066	-	1387	CREBBP
chr9	34621455	34628011	6557	-	138715	ARID3C
chr9	34610482	34612110	1629	-	138716	RPP25L
chr9	35041102	35045988	4887	+	138724	C9orf131
chr9	107360738	107361694	957	-	138799	OR13C5
chr9	107331449	107332411	963	+	138802	OR13C8
chr9	107298051	107299094	1044	-	138803	OR13C3
chr9	107288534	107289490	957	-	138804	OR13C4
chr9	107266544	107267503	960	+	138805	OR13F1
chr9	125329827	125330756	930	-	138881	OR1L8
chr9	125315449	125316441	993	+	138882	OR1N2
chr9	125288637	125289572	936	-	138883	OR1N1
chr12	12764831	12798041	33211	+	1389	CREBL2
chr9	136519709	136522530	2822	-	138948	DBH-AS1
chr10	35415769	35501886	86118	+	1390	CREM
chrX	142710595	142723926	13332	-	139065	SLITRK4
chrX	142596564	142605307	8744	-	139067	SPANXN3
chrX	140926102	140985618	59517	+	139081	MAGEC3
chrX	18181051	18239024	57974	-	139105	BEND2
chrX	150732007	150845211	113205	+	139135	PASD1
chrX	125683366	125686842	3477	-	139170	DCAF12L1
chrX	50111879	50213721	101843	-	139189	DGKK
chr8	67088612	67090846	2235	-	1392	CRH
chrX	72744111	72782921	38811	-	139201	MAP2K4P1
chrX	106449862	106487473	37612	+	139212	DNAAF6
chrX	105412298	105452949	40652	+	139221	PWWP3B
chrX	103411156	103440582	29427	+	139231	FAM199X
chrX	63404997	63425624	20628	-	139285	AMER1
chr5	76248680	76265299	16620	+	1393	CRHBP
chrX	84258898	84348323	89426	+	139322	APOOL
chrX	83572882	83757487	184606	-	139324	HDX
chrX	44382885	44402221	19337	-	139341	FUNDC1
chrX	135383122	135499047	115926	+	139378	ADGRG4
chrX	23352985	23414918	61934	+	139411	PTCHD1
chrX	27478328	27481458	3131	-	139420	PPP4R3C
chrX	27826107	27841131	15025	+	139422	MAGEB10
chrX	27996110	27999566	3457	-	139425	DCAF8L1
chr7	30691559	30739719	48161	-	1395	CRHR2
chrX	26576454	26579169	2716	+	139538	VENTXP1
chrX	69282341	69284029	1689	+	139562	OTUD6A
chrX	74493894	74524732	30839	+	139596	UPRT
chrX	75002823	75005079	2257	-	139599	MAGEE2
chr14	105953257	105955124	1868	+	1396	CRIP1
chrX	35816459	35821852	5394	+	139604	MAGEB16
chrX	55649833	55652621	2789	+	139628	FOXR2
chr14	105939275	105946507	7233	+	1397	CRIP2
chrX	153903527	153979858	76332	-	139716	GAB3
chrX	152935188	152952247	17060	-	139728	PNCK
chrX	152683781	152687086	3306	+	139735	ZFP92
chrX	127184941	127186382	1442	-	139741	ACTRT1
chrX	129518319	129519511	1193	-	139760	GPR119
chrX	55284849	55291165	6317	-	139793	PAGE3
chr17	1324647	1359561	34915	-	1398	CRK
chrX	114423963	114427431	3469	+	139804	RBMXL3
chrX	117629872	117820123	190252	+	139818	DOCK11
chrX	62567107	62571218	4112	-	139886	SPIN4
chr22	21271714	21308037	36324	+	1399	CRKL
chr2	219128852	219134893	6042	-	14	AAMP
chr1	112025970	112106597	80628	-	140	ADORA3
chr4	5822491	5894785	72295	-	1400	CRMP1
chrY	22917954	22942918	24965	+	140032	RPS4Y2
chr1	159682079	159684379	2301	-	1401	CRP
chr21	31768392	31769138	747	+	140258	KRTAP13-1
chr21	33947151	33957845	10695	-	140290	TCP10L
chr5	82934017	83016896	82880	-	1404	HAPLN1
chr13	98828039	98829521	1483	-	140432	RNF113B
chr7	100663364	100702140	38777	+	140453	MUC17
chrX	15299831	15333746	33916	-	140456	ASB11
chr4	177134826	177190373	55548	-	140458	ASB5
chr9	132396883	132404448	7566	-	140459	ASB6
chr15	101142755	101191904	49150	+	140460	ASB7
chr12	48541572	48551377	9806	-	140461	ASB8
chrX	15262109	15288589	26481	-	140462	ASB9
chr3	138951834	138952364	531	-	140464	PISRT1
chr12	56546204	56551771	5568	+	140465	MYL6B
chr19	7581004	7585911	4908	+	140467	ZNF358
chr2	171034655	171511674	477020	+	140469	MYO3B
chr7	156433353	156469820	36468	+	140545	RNF32
chr22	39417118	39429256	12139	+	140564	APOBEC3D
chr1	153579367	153585514	6148	-	140576	S100A16
chr21	19273580	19639687	366108	+	140578	CHODL
chrX	101380660	101382684	2025	+	140597	TCEAL2
chr19	48325099	48346586	21488	+	1406	CRX
chr22	31500763	31503551	2789	-	140606	SELENOM
chr1	198126108	198291548	165441	+	140609	NEK7
chr19	57050317	57068170	17854	+	140612	ZFP28
chr1	2938046	2939467	1422	+	140625	ACTRT2
chr20	61038553	61051026	12474	-	140628	GATA5
chr20	29637584	29638138	555	-	140678	MLLT10P1
chr20	37353105	37358015	4911	+	140679	SLC32A1
chr20	251504	271419	19916	-	140680	C20orf96
chr20	31755960	31769223	13264	+	140683	BPIFA2
chr20	62375021	62462597	87577	-	140685	ZBTB46
chr20	44402847	44420547	17701	-	140686	WFDC3
chr20	55066548	55100981	34434	-	140687	GCNT7
chr20	31030862	31172875	142014	-	140688	NOL4L
chr20	54572413	54580528	8116	-	140689	CBLN4
chr20	56063879	56100708	36830	-	140690	CTCFL
chr15	45021219	45060025	38807	+	140691	TRIM69
chr20	35729629	35807974	78346	-	140699	MROH8
chr12	107385143	107487635	102493	-	1407	CRY1
chr20	62605466	62611362	5897	-	140700	SAMD10
chr20	62492566	62494341	1776	+	140701	ABHD16B
chr20	30598245	30619984	21740	+	140706	CCM2L
chr12	125478194	125510349	32156	+	140707	BRI3BP
chr20	35405845	35492087	86243	-	140710	SOGA1
chr20	35504570	35522632	18063	+	140711	TLDC2
chr20	43380445	43438979	58535	-	140730	RIMS4
chr20	31571581	31592239	20659	-	140732	SUN5
chr20	13976146	16033841	2057696	+	140733	MACROD2
chr17	56160780	56167618	6839	+	140735	DYNLL2
chr2	120189446	120196096	6651	+	140738	TMEM37
chr2	238875587	238951423	75837	+	140739	UBE2F
chr10	72432559	72522195	89637	+	140766	ADAMTS14
chr6	24126414	24147757	21344	+	140767	NRSN1
chr17	17680000	17682843	2844	-	140771	SMCR5
chr17	18218594	18231370	12777	+	140775	SMCR8
chr17	17322658	17326728	4071	+	140776	NA
chr11	45868669	45904799	36131	+	1408	CRY2
chr14	47120220	47121028	809	-	140801	RPL10L
chr9	77337411	77503010	165600	-	140803	TRPM6
chr12	52979373	52995322	15950	-	140807	KRT72
chr20	627268	656823	29556	-	140809	SRXN1
chr20	34287232	34288902	1671	+	140823	ROMO1
chr20	44517111	44519926	2816	-	140825	NEURL2
chr20	22541192	22559280	18089	-	140828	LINC00261
chr20	44486220	44507769	21550	+	140831	ZSWIM3
chr20	44258385	44259831	1447	+	140832	WFDC10A
chr20	17674320	17716517	42198	+	140836	BANF2
chr20	25593573	25604648	11076	-	140838	NANP
chr20	62921738	62934707	12970	+	140849	NA
chr20	138111	139804	1694	+	140850	DEFB127
chr20	18794370	18795035	666	+	140856	SCP2D1
chr20	13202418	13281297	78880	+	140862	ISM1
chr20	44162836	44168134	5299	-	140870	WFDC6
chr20	34108570	34117481	8912	-	140873	C20orf173
chr20	30073581	30075377	1797	+	140875	LINC00028
