group	group_name	seqnames	start	end	width	strand	name	uniprot_id	abs_summit	pileup	p_value	fold_enrichment	q_value	ID	annotation	gene_symbol	geneChr	geneStart
1	NA	chr12	25228939	25229054	116	*	Gata3	P23772	25228979	6	7.9583	5.57958	3.81677	404	Distal Intergenic	NA	12	25129174
1	NA	chr12	25251666	25251786	121	*	Gata3	P23772	25251731	10	11.49367	7.53425	7.08668	405	Distal Intergenic	NA	12	25129174
1	NA	chr12	25360009	25360146	138	*	Gata3	P23772	25360052	12	14.09752	8.76602	9.53723	406	Intron (ENSMUST00000220620.1/ENSMUST00000220620.1, intron 2 of 2)	NA	12	25129174
1	NA	chr12	25455691	25455896	206	*	Gata3	P23772	25455787	19	24.70722	13.3824	19.68148	407	Intron (ENSMUST00000221270.1/ENSMUST00000221270.1, intron 6 of 7)	NA	12	25129174
1	NA	chr12	25989779	25990022	244	*	Gata3	P23772	25989882	18	18.87471	10.32889	14.08167	408	Distal Intergenic	Gm29687	12	26091962
1	NA	chr12	26070903	26071018	116	*	Gata3	P23772	26070960	7	9.04722	6.21359	4.81959	409	Distal Intergenic	Gm29687	12	26091962
1	NA	chr12	28845817	28846031	215	*	Gata3	P23772	28845925	16	18.45629	10.56229	13.67984	410	Intron (ENSMUST00000221877.1/380752, intron 4 of 8)	Eipr1	12	28857312
1	NA	chr12	28846252	28846390	139	*	Gata3	P23772	28846309	9	8.87343	6.16903	4.6599	411	Intron (ENSMUST00000221877.1/380752, intron 4 of 8)	Eipr1	12	28857312
1	NA	chr12	32202019	32202134	116	*	Gata3	P23772	32202116	6	6.38461	4.87126	2.46749	412	Promoter (1-2kb)	Pik3cg	12	32200551
1	NA	chr12	32299643	32299849	207	*	Gata3	P23772	32299749	18	23.88655	13.11702	18.89145	413	Distal Intergenic	Ccdc71l	12	32378704
1	NA	chr12	33040917	33041032	116	*	Gata3	P23772	33040939	5	6.02022	4.5784	2.15331	414	Intron (ENSMUST00000095774.2/68764, intron 15 of 19)	Cdhr3	12	33050786
1	NA	chr12	33181936	33182130	195	*	Gata3	P23772	33182030	15	18.26086	10.62417	13.49329	415	Intron (ENSMUST00000077456.12/380753, intron 1 of 2)	Atxn7l1	12	33147805
1	NA	chr12	35562936	35563081	146	*	Gata3	P23772	35563018	7	8.11801	5.7992	3.96338	416	Intron (ENSMUST00000223092.1/ENSMUST00000223092.1, intron 2 of 5)	Ahr	12	35497974
1	NA	chr12	35686504	35686621	118	*	Gata3	P23772	35686566	10	11.05661	7.30412	6.67514	417	Promoter (<=1kb)	9130015A21Rik	12	35672290
1	NA	chr12	35755089	35755440	352	*	Gata3	P23772	35755336	17	18.7438	10.50788	13.95485	418	Distal Intergenic	9130015A21Rik	12	35672380
1	NA	chr12	35799573	35799738	166	*	Gata3	P23772	35799600	9	10.43848	7.01508	6.10363	419	Distal Intergenic	9130015A21Rik	12	35672380
1	NA	chr12	36067273	36067388	116	*	Gata3	P23772	36067372	7	9.04722	6.21359	4.81959	420	Distal Intergenic	Gm5434	12	36090379
1	NA	chr12	36155517	36155633	117	*	Gata3	P23772	36155536	9	8.51144	5.9577	4.32678	421	Promoter (<=1kb)	Bzw2	12	36118997
1	NA	chr12	36155768	36155909	142	*	Gata3	P23772	36155855	13	13.67263	8.39832	9.13686	422	Promoter (<=1kb)	Bzw2	12	36118997
1	NA	chr12	51567385	51567500	116	*	Gata3	P23772	51567418	6	7.16719	5.24934	3.11715	423	Distal Intergenic	Coch	12	51593341
1	NA	chr12	54187991	54188173	183	*	Gata3	P23772	54188084	13	17.16759	10.23392	12.45523	424	Intron (ENSMUST00000039516.3/112407, intron 1 of 4)	Egln3	12	54178981
1	NA	chr12	54313612	54313817	206	*	Gata3	P23772	54313705	21	26.9573	14.17526	21.85239	425	Distal Intergenic	NA	12	54388042
1	NA	chr12	54446460	54446588	129	*	Gata3	P23772	54446539	8	10.2524	6.86761	5.9289	426	Distal Intergenic	NA	12	54388042
1	NA	chr12	54566850	54566965	116	*	Gata3	P23772	54566949	8	9.73034	6.63472	5.43966	427	Distal Intergenic	Mir1892	12	54645933
1	NA	chr12	55016549	55016700	152	*	Gata3	P23772	55016608	7	8.78868	6.10454	4.58102	428	Promoter (2-3kb)	Baz1a	12	54954718
1	NA	chr12	55041082	55041206	125	*	Gata3	P23772	55041151	7	8.11801	5.7992	3.96338	429	Distal Intergenic	2700097O09Rik	12	55045676
1	NA	chr12	55050110	55050335	226	*	Gata3	P23772	55050223	13	15.02621	9.15631	10.41639	430	Intron (ENSMUST00000021406.5/72658, intron 6 of 7)	2700097O09Rik	12	55045676
1	NA	chr12	55788001	55788144	144	*	Gata3	P23772	55788102	7	9.45714	6.37667	5.18931	431	Intron (ENSMUST00000220367.1/56784, intron 4 of 39)	Ralgapa1	12	55602896
1	NA	chr12	55835909	55836107	199	*	Gata3	P23772	55836010	8	10.11473	6.80787	5.79988	432	Promoter (<=1kb)	Brms1l	12	55836324
1	NA	chr12	65065368	65065678	311	*	Gata3	P23772	65065513	16	17.34068	9.92411	12.62227	433	Promoter (<=1kb)	Fkbp3	12	65062436
1	NA	chr12	67059261	67059387	127	*	Gata3	P23772	67059291	9	10.55295	7.07214	6.20941	434	Intron (ENSMUST00000037181.15/320772, intron 1 of 16)	Mdga2	12	66471515
1	NA	chr12	69510980	69511128	149	*	Gata3	P23772	69511045	20	24.99355	13.33333	19.95769	435	Distal Intergenic	5830428M24Rik	12	69473614
1	NA	chr12	69537737	69537974	238	*	Gata3	P23772	69537869	18	20.29975	11.16662	15.44235	436	Distal Intergenic	Vcpkmt	12	69582276
1	NA	chr12	69878563	69878680	118	*	Gata3	P23772	69878642	10	12.52316	8.04094	8.05544	437	Intron (ENSMUST00000110567.7/399510, intron 1 of 31)	Map4k5	12	69844874
1	NA	chr12	70078867	70079029	163	*	Gata3	P23772	70078958	14	17.68706	10.43841	12.94779	438	Intron (ENSMUST00000085314.10/18080, intron 2 of 28)	Nin	12	70011435
1	NA	chr12	70211554	70211677	124	*	Gata3	P23772	70211576	8	11.00682	7.17375	6.63104	439	Intron (ENSMUST00000071250.12/110095, intron 4 of 19)	Pygl	12	70197399
1	NA	chr12	70705706	70705926	221	*	Gata3	P23772	70705779	5	6.02022	4.5784	2.15331	440	Distal Intergenic	Frmd6	12	70825514
1	NA	chr12	73598295	73598549	255	*	Gata3	P23772	73598435	32	35.14605	15.18638	29.7445	441	Intron (ENSMUST00000221153.1/18755, intron 2 of 14)	Prkch	12	73584843
1	NA	chr12	73692428	73692714	287	*	Gata3	P23772	73692535	42	51.78532	20.66315	45.88754	442	Intron (ENSMUST00000221153.1/18755, intron 4 of 14)	Prkch	12	73584843
1	NA	chr12	73779312	73779549	238	*	Gata3	P23772	73779449	14	17.20608	10.19368	12.49202	443	Distal Intergenic	Hif1a	12	73901375
1	NA	chr12	73817507	73817666	160	*	Gata3	P23772	73817590	8	9.98205	6.74916	5.67646	444	Distal Intergenic	Hif1a	12	73901375
1	NA	chr12	73842483	73842767	285	*	Gata3	P23772	73842655	15	17.96137	10.46436	13.2062	445	Distal Intergenic	Hif1a	12	73901375
1	NA	chr12	73888175	73888295	121	*	Gata3	P23772	73888250	11	13.73079	8.62689	9.1908	446	Intron (ENSMUST00000221427.1/ENSMUST00000221427.1, intron 1 of 2)	Hif1a	12	73901375
1	NA	chr12	73913334	73913477	144	*	Gata3	P23772	73913392	13	13.37994	8.22803	8.86122	447	Intron (ENSMUST00000110461.7/15251, intron 1 of 14)	Hif1a	12	73907904
1	NA	chr12	74803854	74803969	116	*	Gata3	P23772	74803886	7	8.91538	6.15858	4.69745	448	Distal Intergenic	Kcnh5	12	74897220
1	NA	chr12	74804078	74804244	167	*	Gata3	P23772	74804162	9	11.92096	7.69823	7.48969	449	Distal Intergenic	Kcnh5	12	74897220
1	NA	chr12	77113542	77113839	298	*	Gata3	P23772	77113681	52	65.38099	23.76149	59.10384	450	Distal Intergenic	Fut8	12	77238125
1	NA	chr12	79429787	79430053	267	*	Gata3	P23772	79429978	10	10.95381	7.24876	6.58434	451	Intron (ENSMUST00000171210.2/19363, intron 7 of 10)	Rad51b	12	79327353
1	NA	chr12	80794814	80795288	475	*	Gata3	P23772	80795183	16	17.34068	9.92411	12.62227	452	Intron (ENSMUST00000220238.1/217684, intron 1 of 6)	Susd6	12	80790559
1	NA	chr12	84221224	84221339	116	*	Gata3	P23772	84221318	6	7.9583	5.57958	3.81677	453	Promoter (2-3kb)	Mideas	12	84152459
1	NA	chr12	84876970	84877147	178	*	Gata3	P23772	84877050	14	19.62969	11.34644	14.8006	454	Promoter (<=1kb)	Ltbp2	12	84783212
1	NA	chr12	85365765	85365880	116	*	Gata3	P23772	85365789	7	8.32639	5.89753	4.15749	455	Intron (ENSMUST00000040766.8/68581, intron 1 of 4)	Tmed10	12	85343365
1	NA	chr12	85472255	85472386	132	*	Gata3	P23772	85472328	8	11.00682	7.17375	6.63104	456	Promoter (1-2kb)	Fos	12	85473890
1	NA	chr12	85632452	85632637	186	*	Gata3	P23772	85632561	12	16.94785	10.09709	12.2442	457	Intron (ENSMUST00000177587.8/81703, intron 3 of 3)	Jdp2	12	85602222
1	NA	chr12	85706233	85706425	193	*	Gata3	P23772	85706315	13	17.55068	10.40892	12.8198	458	Intron (ENSMUST00000040536.5/53314, intron 2 of 2)	Batf	12	85686669
1	NA	chr12	86046345	86046554	210	*	Gata3	P23772	86046458	12	13.84413	8.63214	9.30007	459	Intron (ENSMUST00000040179.13/320244, intron 33 of 33)	Tgfb3	12	86056745
1	NA	chr12	86945113	86945394	282	*	Gata3	P23772	86945224	32	35.70002	15.51481	30.27736	460	Promoter (1-2kb)	Cipc	12	86947043
1	NA	chr12	87178794	87178977	184	*	Gata3	P23772	87178871	15	19.43203	11.22413	14.61115	461	Intron (ENSMUST00000037418.6/382620, intron 2 of 5)	Samd15	12	87199723
1	NA	chr12	87426559	87426691	133	*	Gata3	P23772	87426640	9	12.08677	7.76699	7.64588	462	3' UTR	Mir3068	12	87437679
1	NA	chr12	88428831	88428961	131	*	Gata3	P23772	88428874	7	9.45714	6.37667	5.18931	463	Intron (ENSMUST00000101165.8/72113, intron 4 of 10)	Adck1	12	88420296
1	NA	chr12	92976572	92976709	138	*	Gata3	P23772	92976602	7	7.3992	5.43663	3.32916	464	Distal Intergenic	4930559C10Rik	12	93416458
1	NA	chr12	98215645	98215787	143	*	Gata3	P23772	98215730	6	7.9583	5.57958	3.81677	465	Promoter (<=1kb)	Galc	12	98207453
1	NA	chr12	98246939	98247236	298	*	Gata3	P23772	98247075	20	22.67215	12.01717	17.72251	466	Intron (ENSMUST00000021390.8/14420, intron 5 of 16)	Galc	12	98203796
1	NA	chr12	98269797	98269924	128	*	Gata3	P23772	98269861	10	11.05661	7.30412	6.67514	467	Promoter (1-2kb)	Gpr65	12	98268635
1	NA	chr12	99510030	99510206	177	*	Gata3	P23772	99510124	10	12.82234	8.17844	8.33665	468	Intron (ENSMUST00000176928.2/71375, intron 1 of 2)	Foxn3	12	99388345
1	NA	chr12	99633794	99634003	210	*	Gata3	P23772	99633907	13	16.15064	9.74252	11.48749	469	Distal Intergenic	1700064M15Rik	12	99626053
1	NA	chr12	100890708	100890825	118	*	Gata3	P23772	100890751	8	11.00682	7.17375	6.63104	470	Intron (ENSMUST00000110070.7/217830, intron 12 of 13)	Gpr68	12	100879314
1	NA	chr12	100976967	100977082	116	*	Gata3	P23772	100977001	8	10.11473	6.80787	5.79988	471	Intron (ENSMUST00000068411.4/68339, intron 4 of 29)	Ccdc88c	12	100969341
1	NA	chr12	100994277	100994473	197	*	Gata3	P23772	100994380	22	28.37635	14.71059	23.22161	472	Intron (ENSMUST00000223029.1/ENSMUST00000223029.1, intron 4 of 4)	Ccdc88c	12	100969341
1	NA	chr12	102674785	102674939	155	*	Gata3	P23772	102674880	10	12.67026	8.1091	8.19023	473	Exon (ENSMUST00000178697.1/217837, exon 3 of 4)	Mir1936	12	102684928
1	NA	chr12	102725235	102725418	184	*	Gata3	P23772	102725306	12	17.40934	10.28074	12.68579	474	Promoter (1-2kb)	Itpk1	12	102673017
1	NA	chr12	103331491	103331762	272	*	Gata3	P23772	103331602	43	55.71969	22.51215	49.71108	475	Intron (ENSMUST00000021617.13/65256, intron 6 of 9)	Asb2	12	103321146
1	NA	chr12	103346913	103347091	179	*	Gata3	P23772	103346999	14	18.98066	11.05787	14.1844	476	Intron (ENSMUST00000160463.1/ENSMUST00000160463.1, intron 2 of 3)	Asb2	12	103321146
1	NA	chr12	106034490	106034605	116	*	Gata3	P23772	106034527	9	10.21891	6.90369	5.89798	477	Intron (ENSMUST00000072040.6/22367, intron 1 of 12)	Vrk1	12	106030717
1	NA	chr12	106565365	106565541	177	*	Gata3	P23772	106565475	8	10.54425	6.99029	6.20308	478	Intron (ENSMUST00000146663.2/ENSMUST00000146663.2, intron 1 of 2)	1700121N20Rik	12	106442653
1	NA	chr12	107126231	107126346	116	*	Gata3	P23772	107126317	6	7.72075	5.48589	3.61804	479	Distal Intergenic	4933406K04Rik	12	106706049
1	NA	chr12	108276098	108276229	132	*	Gata3	P23772	108276162	7	9.45714	6.37667	5.18931	480	Promoter (<=1kb)	Ccdc85c	12	108203602
1	NA	chr12	110497539	110497741	203	*	Gata3	P23772	110497634	28	34.01626	16.06648	28.65123	481	Intron (ENSMUST00000220509.1/26931, intron 3 of 7)	Ppp2r5c	12	110485859
1	NA	chr12	111738786	111738984	199	*	Gata3	P23772	111738878	8	11.00682	7.17375	6.63104	482	Intron (ENSMUST00000163220.9/68020, intron 4 of 5)	Klc1	12	111758849
1	NA	chr12	111739058	111739173	116	*	Gata3	P23772	111739116	6	7.9583	5.57958	3.81677	483	Intron (ENSMUST00000163220.9/68020, intron 4 of 5)	Klc1	12	111758849
1	NA	chr12	114790865	114790980	116	*	Gata3	P23772	114790918	6	7.48612	5.38876	3.40501	484	Distal Intergenic	Mir7094-2	12	114513635
1	NA	chr12	116229213	116229373	161	*	Gata3	P23772	116229300	9	10.01076	6.79579	5.70254	485	Promoter (2-3kb)	Dync2i1	12	116207446
1	NA	chr12	116254494	116254989	496	*	Gata3	P23772	116254771	26	27.10667	12.69394	21.99643	486	3' UTR	Dync2i1	12	116254481
1	NA	chr12	116269984	116270112	129	*	Gata3	P23772	116270040	6	7.9583	5.57958	3.81677	487	Distal Intergenic	Dync2i1	12	116207051
1	NA	chr12	118390816	118391077	262	*	Gata3	P23772	118390913	16	18.32299	10.48735	13.55313	488	Distal Intergenic	Sp4	12	118261792
1	NA	chr12	118428456	118428582	127	*	Gata3	P23772	118428481	11	14.1984	8.8463	9.63308	489	Distal Intergenic	D230030E09Rik	12	118518297
1	NA	chr13	3373009	3373131	123	*	Gata3	P23772	3373095	10	12.82234	8.17844	8.33665	490	Distal Intergenic	2810429I04Rik	13	3478230
1	NA	chr13	4256890	4257058	169	*	Gata3	P23772	4256997	17	20.67838	11.59794	15.80721	491	Distal Intergenic	NA	13	4248735
1	NA	chr13	5660954	5661069	116	*	Gata3	P23772	5660996	8	9.38272	6.47017	5.12795	492	Intron (ENSMUST00000222871.1/ENSMUST00000222871.1, intron 1 of 2)	1700016G22Rik	13	5855515
1	NA	chr13	5714967	5715202	236	*	Gata3	P23772	5715035	20	22.53767	11.9386	17.59449	493	Intron (ENSMUST00000222871.1/ENSMUST00000222871.1, intron 1 of 2)	1700016G22Rik	13	5855515
1	NA	chr13	5767896	5768131	236	*	Gata3	P23772	5767998	39	44.21146	17.57083	38.53622	494	Distal Intergenic	1700016G22Rik	13	5855515
1	NA	chr13	5779423	5779647	225	*	Gata3	P23772	5779517	11	11.32072	7.35069	6.92246	495	Distal Intergenic	1700016G22Rik	13	5855515
1	NA	chr13	5845159	5845361	203	*	Gata3	P23772	5845262	23	21.86941	10.59603	16.95122	496	Distal Intergenic	1700016G22Rik	13	5855515
1	NA	chr13	5846923	5847067	145	*	Gata3	P23772	5847004	11	7.79268	5.19256	3.68575	497	Distal Intergenic	1700016G22Rik	13	5855515
1	NA	chr13	6109231	6109464	234	*	Gata3	P23772	6109371	25	25.83757	12.29024	20.76729	498	Distal Intergenic	Klf6	13	5864678
1	NA	chr13	6109665	6109825	161	*	Gata3	P23772	6109685	9	6.48349	4.70146	2.52307	499	Distal Intergenic	Klf6	13	5864678
1	NA	chr13	6109878	6109993	116	*	Gata3	P23772	6109897	10	7.433	5.14379	3.36158	500	Distal Intergenic	Klf6	13	5864678
1	NA	chr13	6131430	6131573	144	*	Gata3	P23772	6131464	5	6.421	4.74496	2.49286	501	Distal Intergenic	Klf6	13	5864678
1	NA	chr13	6252245	6252442	198	*	Gata3	P23772	6252347	14	15.58977	9.31966	10.9515	502	Distal Intergenic	Pitrm1	13	6548149
1	NA	chr13	6406782	6406897	116	*	Gata3	P23772	6406833	8	9.61073	6.57895	5.33118	503	Distal Intergenic	Pitrm1	13	6548149
1	NA	chr13	6550409	6550524	116	*	Gata3	P23772	6550458	6	7.37573	5.34147	3.3087	504	Promoter (2-3kb)	Pitrm1	13	6548235
1	NA	chr13	8456918	8457074	157	*	Gata3	P23772	8456985	11	13.16953	8.35073	8.66347	505	Intron (ENSMUST00000064473.12/94191, intron 1 of 9)	Adarb2	13	8202922
1	NA	chr13	9011700	9011815	116	*	Gata3	P23772	9011707	8	10.11473	6.80787	5.79988	506	Intron (ENSMUST00000221672.1/ENSMUST00000221672.1, intron 2 of 2)	Gtpbp4	13	8966331
1	NA	chr13	9354370	9354491	122	*	Gata3	P23772	9354396	6	7.601	5.43689	3.50795	507	Intron (ENSMUST00000174552.7/208440, intron 1 of 36)	Dip2c	13	9276982
1	NA	chr13	10066771	10066889	119	*	Gata3	P23772	10066792	6	6.16663	4.75705	2.28287	508	Exon (ENSMUST00000221804.1/ENSMUST00000221804.1, exon 2 of 2)	Chrm3	13	10215694
1	NA	chr13	13614333	13614480	148	*	Gata3	P23772	13614398	11	11.50457	7.45573	7.09608	509	Intron (ENSMUST00000223053.1/17101, intron 2 of 4)	Lyst	13	13590409
1	NA	chr13	13637989	13638176	188	*	Gata3	P23772	13638108	9	10.11348	6.84931	5.79988	510	Promoter (1-2kb)	Lyst	13	13639911
1	NA	chr13	18196924	18197039	116	*	Gata3	P23772	18196963	7	9.45714	6.37667	5.18931	511	Intron (ENSMUST00000139064.9/218030, intron 3 of 7)	Pou6f2	13	18138821
1	NA	chr13	20092277	20092473	197	*	Gata3	P23772	20092359	28	34.9255	16.59514	29.52982	512	Promoter (1-2kb)	Elmo1	13	20090619
1	NA	chr13	22005676	22005826	151	*	Gata3	P23772	22005716	9	10.43848	7.01508	6.10363	513	Promoter (<=1kb)	Prss16	13	22002560
1	NA	chr13	22857636	22857812	177	*	Gata3	P23772	22857709	11	13.44211	8.48656	8.92081	514	Distal Intergenic	Vmn1r211	13	22851559
1	NA	chr13	23519139	23519254	116	*	Gata3	P23772	23519197	7	8.11801	5.7992	3.96338	515	Distal Intergenic	H4c8	13	23531050
1	NA	chr13	24211428	24211635	208	*	Gata3	P23772	24211505	9	12.25953	7.83699	7.80588	516	Intron (ENSMUST00000072889.11/68732, intron 2 of 37)	Carmil1	13	24164862
1	NA	chr13	30259465	30259621	157	*	Gata3	P23772	30259534	23	24.9204	12.42558	19.88561	517	Distal Intergenic	Mboat1	13	30231853
1	NA	chr13	30260759	30260967	209	*	Gata3	P23772	30260859	26	29.11985	13.89604	23.93986	518	Distal Intergenic	Mboat1	13	30231853
1	NA	chr13	30578875	30579080	206	*	Gata3	P23772	30578979	9	10.11348	6.84931	5.79988	519	Distal Intergenic	Uqcrfs1	13	30540308
1	NA	chr13	30747750	30747865	116	*	Gata3	P23772	30747765	8	8.17533	5.84226	4.01876	520	Promoter (1-2kb)	Irf4	13	30749226
1	NA	chr13	30747892	30748010	119	*	Gata3	P23772	30747915	9	9.44476	6.4914	5.1864	521	Promoter (1-2kb)	Irf4	13	30749226
1	NA	chr13	30775972	30776090	119	*	Gata3	P23772	30776001	9	10.91726	7.249	6.54965	522	Distal Intergenic	Irf4	13	30749307
1	NA	chr13	30796186	30796375	190	*	Gata3	P23772	30796275	12	15.41743	9.4237	10.78878	523	Distal Intergenic	Irf4	13	30749307
1	NA	chr13	34864450	34864818	369	*	Gata3	P23772	34864603	41	50.9591	20.63882	45.08833	524	Distal Intergenic	Prpf4b	13	34875302
1	NA	chr13	35131925	35132045	121	*	Gata3	P23772	35132023	8	9.16827	6.36492	4.93266	525	Distal Intergenic	4930529N20Rik	13	35167146
1	NA	chr13	35381033	35381148	116	*	Gata3	P23772	35381096	7	8.91538	6.15858	4.69745	526	Distal Intergenic	1700019C18Rik	13	35210660
1	NA	chr13	35871838	35871953	116	*	Gata3	P23772	35871895	7	8.78868	6.10454	4.58102	527	Intron (ENSMUST00000075220.13/12593, intron 9 of 9)	Rpp40	13	35896704
1	NA	chr13	36808038	36808341	304	*	Gata3	P23772	36808228	20	18.73878	9.66406	13.95039	528	Distal Intergenic	Nrn1	13	36726636
1	NA	chr13	36808463	36808578	116	*	Gata3	P23772	36808518	14	11.49465	6.86656	7.08749	529	Distal Intergenic	Nrn1	13	36726636
1	NA	chr13	36965774	36965968	195	*	Gata3	P23772	36965870	20	24.99355	13.33333	19.95769	530	Intron (ENSMUST00000224527.1/ENSMUST00000224527.1, intron 1 of 3)	F13a1	13	36938916
1	NA	chr13	37297110	37297233	124	*	Gata3	P23772	37297184	6	7.37573	5.34147	3.3087	531	Distal Intergenic	Ly86	13	37345208
1	NA	chr13	37537846	37537961	116	*	Gata3	P23772	37537923	9	10.91726	7.249	6.54965	532	Distal Intergenic	Ly86	13	37345208
1	NA	chr13	40924030	40924251	222	*	Gata3	P23772	40924130	24	30.82071	15.53277	25.58081	533	Intron (ENSMUST00000110191.9/14538, intron 1 of 2)	Gcnt2	13	40917650
1	NA	chr13	43898948	43899107	160	*	Gata3	P23772	43899019	14	18.39293	10.78361	13.6199	534	Distal Intergenic	Cd83	13	43785185
1	NA	chr13	44065814	44065931	118	*	Gata3	P23772	44065859	9	11.46031	7.49906	7.05565	535	Distal Intergenic	Gm5083	13	44121167
1	NA	chr13	44249078	44249195	118	*	Gata3	P23772	44249131	8	9.85402	6.69145	5.55677	536	Distal Intergenic	A330076C08Rik	13	44193589
1	NA	chr13	45041275	45041437	163	*	Gata3	P23772	45041386	9	12.08677	7.76699	7.64588	537	Distal Intergenic	Dtnbp1	13	44922079
1	NA	chr13	45693951	45694080	130	*	Gata3	P23772	45694037	6	7.9583	5.57958	3.81677	538	Intron (ENSMUST00000091628.10/20238, intron 6 of 7)	Gmpr	13	45538809
1	NA	chr13	45850602	45850737	136	*	Gata3	P23772	45850678	7	7.56412	5.52295	3.47866	539	Intron (ENSMUST00000091628.10/20238, intron 3 of 7)	Atxn1	13	45795543
1	NA	chr13	45892511	45892666	156	*	Gata3	P23772	45892571	9	10.11348	6.84931	5.79988	540	Intron (ENSMUST00000091628.10/20238, intron 2 of 7)	Atxn1	13	45795543
1	NA	chr13	48502522	48502686	165	*	Gata3	P23772	48502591	10	14.23846	8.76792	9.66933	541	Intron (ENSMUST00000176176.7/67911, intron 2 of 5)	Zfp169	13	48489202
1	NA	chr13	48845428	48845578	151	*	Gata3	P23772	48845508	7	8.54926	5.99925	4.3605	542	Intron (ENSMUST00000035540.8/18676, intron 1 of 21)	Phf2	13	48801750
1	NA	chr13	51767601	51767825	225	*	Gata3	P23772	51767716	39	49.96348	20.95887	44.11803	543	Intron (ENSMUST00000110040.8/20354, intron 1 of 16)	Sema4d	13	51725390
1	NA	chr13	51803239	51803420	182	*	Gata3	P23772	51803334	10	13.67049	8.54369	9.13605	544	Distal Intergenic	Sema4d	13	51701246
1	NA	chr13	51829481	51829662	182	*	Gata3	P23772	51829572	7	9.45714	6.37667	5.18931	545	Distal Intergenic	Gadd45g	13	51846678
1	NA	chr13	51970243	51970467	225	*	Gata3	P23772	51970350	44	62.38095	25.92166	56.18462	546	Distal Intergenic	Gadd45g	13	51846744
1	NA	chr13	52721599	52721768	170	*	Gata3	P23772	52721657	13	15.42231	9.36768	10.79255	547	Distal Intergenic	NA	13	52729615
1	NA	chr13	52807607	52807933	327	*	Gata3	P23772	52807766	43	55.71969	22.51215	49.71108	548	Distal Intergenic	NA	13	52729922
1	NA	chr13	52922049	52922255	207	*	Gata3	P23772	52922163	13	16.15064	9.74252	11.48749	549	Promoter (1-2kb)	Auh	13	52908895
1	NA	chr13	52982785	52982987	203	*	Gata3	P23772	52982884	12	13.72188	8.56672	9.18438	550	Promoter (1-2kb)	Nfil3	13	52967209
1	NA	chr13	55432095	55432352	258	*	Gata3	P23772	55432142	6	7.9583	5.57958	3.81677	551	Distal Intergenic	F12	13	55417958
1	NA	chr13	62880330	62880502	173	*	Gata3	P23772	62880399	20	26.98104	14.38356	21.87456	552	Intron (ENSMUST00000092888.10/14121, intron 1 of 6)	Fbp1	13	62864766
1	NA	chr13	63325013	63325195	183	*	Gata3	P23772	63325125	23	28.83083	14.70138	23.65847	553	Promoter (<=1kb)	Fancc	13	63312496
1	NA	chr13	63431709	63431855	147	*	Gata3	P23772	63431770	9	11.92096	7.69823	7.48969	554	Promoter (<=1kb)	Fancc	13	63285043
1	NA	chr13	63504627	63504742	116	*	Gata3	P23772	63504688	7	8.78868	6.10454	4.58102	555	Distal Intergenic	Fancc	13	63347512
1	NA	chr13	63815965	63816080	116	*	Gata3	P23772	63816037	6	6.54029	4.95049	2.54274	556	Promoter (<=1kb)	Ercc6l2	13	63815475
1	NA	chr13	66991558	66991840	283	*	Gata3	P23772	66991766	15	16.88472	9.87045	12.18426	557	Promoter (1-2kb)	Ptdss1	13	66993468
1	NA	chr13	67434381	67434504	124	*	Gata3	P23772	67434396	8	11.00682	7.17375	6.63104	558	Intron (ENSMUST00000057241.14/238692, intron 3 of 4)	Zfp459	13	67405709
1	NA	chr13	68581413	68581619	207	*	Gata3	P23772	68581521	11	15.09205	9.23787	10.48052	559	Promoter (<=1kb)	Mtrr	13	68579472
1	NA	chr13	74640474	74640592	119	*	Gata3	P23772	74640527	8	9.85402	6.69145	5.55677	560	Promoter (<=1kb)	Erap1	13	74639873
1	NA	chr13	74889984	74890099	116	*	Gata3	P23772	74890064	8	9.85402	6.69145	5.55677	561	Distal Intergenic	Cast	13	74692368
1	NA	chr13	75709595	75709715	121	*	Gata3	P23772	75709625	10	11.97874	7.77935	7.5454	562	Promoter (1-2kb)	Ell2	13	75707711
1	NA	chr13	89392911	89393145	235	*	Gata3	P23772	89393085	9	8.37569	5.87717	4.20349	563	Distal Intergenic	Hapln1	13	89539796
1	NA	chr13	90234194	90234427	234	*	Gata3	P23772	90234289	10	11.85242	7.71659	7.42451	564	Distal Intergenic	Tmem167	13	90089762
1	NA	chr13	91540874	91541021	148	*	Gata3	P23772	91540910	8	9.38272	6.47017	5.12795	565	Promoter (1-2kb)	Ssbp2	13	91539343
1	NA	chr13	93142545	93142671	127	*	Gata3	P23772	93142619	8	10.54425	6.99029	6.20308	566	Promoter (2-3kb)	Cmya5	13	93040713
1	NA	chr13	93771262	93771523	262	*	Gata3	P23772	93771414	13	15.28718	9.29615	10.66458	567	Promoter (<=1kb)	Arsb	13	93771630
1	NA	chr13	94162548	94162663	116	*	Gata3	P23772	94162632	5	6.51699	4.7825	2.52307	568	Intron (ENSMUST00000054274.7/218454, intron 2 of 3)	Lhfpl2	13	94172810
1	NA	chr13	94794786	94795035	250	*	Gata3	P23772	94794892	14	15.2451	9.12409	10.62689	569	Intron (ENSMUST00000046644.6/21371, intron 1 of 3)	Tbca	13	94788910
1	NA	chr13	94795068	94795194	127	*	Gata3	P23772	94795119	8	7.53075	5.47445	3.44808	570	Intron (ENSMUST00000046644.6/21371, intron 1 of 3)	Tbca	13	94788910
